learner_id,career_goal,current_skill_level,prior_experience_months,completed_modules_count,avg_quiz_score,avg_coding_challenge_score,time_spent_hours_per_week,preferred_learning_pace,score_python,score_statistics,score_ml_algorithms,score_deep_learning,score_sql,score_data_visualization,dropout_risk,next_best_module
LRN00778,Data Analyst,Beginner,1.2,3.0,29.0,32.1,11.9,Moderate,51.9,46.6,22.7,0.0,74.4,41.5,1,Statistics for DS
LRN00779,ML Engineer,Intermediate,23.7,13.0,55.6,58.2,3.7,Moderate,72.9,41.2,74.7,59.7,57.6,53.8,1,Statistics for DS
LRN00780,MLOps Engineer,Advanced,36.8,22.0,63.2,67.5,6.1,Moderate,61.2,87.0,95.8,83.1,97.1,87.5,0,Python Foundations
LRN00781,Data Scientist,Beginner,4.4,3.0,54.1,60.3,6.8,Moderate,57.3,63.1,65.0,0.0,30.7,45.2,1,Deep Learning Basics
LRN00782,MLOps Engineer,Advanced,0.7,29.0,77.5,71.9,9.7,Moderate,76.0,76.1,84.0,71.6,99.3,84.8,0,Python Foundations
LRN00783,Data Scientist,Advanced,36.9,28.0,92.2,79.5,6.6,Moderate,100.0,69.5,100.0,61.6,62.3,90.1,0,Statistics for DS
LRN00784,ML Engineer,Beginner,2.3,2.0,38.3,48.5,8.6,Slow,73.5,62.7,51.5,19.8,11.8,65.6,1,Deep Learning Basics
LRN00785,MLOps Engineer,Intermediate,26.6,11.0,58.9,53.9,10.5,Moderate,81.8,63.8,39.9,36.0,70.1,55.3,1,ML Algorithms Intro
LRN00786,Data Scientist,Advanced,56.1,29.0,100.0,89.1,6.9,Moderate,83.2,69.5,67.2,65.2,80.7,79.0,0,Statistics for DS
LRN00787,ML Engineer,Advanced,55.5,41.0,55.7,57.1,12.0,Moderate,85.1,60.5,100.0,47.0,84.7,97.0,0,Statistics for DS
LRN00788,Data Scientist,Beginner,5.3,3.0,64.3,68.1,7.8,Moderate,53.8,41.8,42.8,46.2,55.9,51.3,1,Statistics for DS
LRN00789,ML Engineer,Beginner,2.4,4.0,69.8,64.2,14.2,Fast,51.9,29.7,48.5,42.9,50.5,0.0,1,Statistics for DS
LRN00790,ML Engineer,Intermediate,30.0,16.0,76.5,69.3,18.7,Fast,65.3,59.7,65.9,78.4,44.8,37.3,0,ML Algorithms Intro
LRN00791,Data Analyst,Beginner,1.4,3.0,40.0,40.4,1.6,Moderate,31.2,57.2,7.4,15.0,63.4,56.6,1,Python Foundations
LRN00792,Data Scientist,Beginner,1.4,4.0,66.4,66.4,11.2,Moderate,48.7,47.9,29.9,24.3,46.7,25.7,1,ML Algorithms Intro
LRN00793,Data Scientist,Beginner,4.1,4.0,40.2,44.2,6.9,Moderate,60.3,44.4,58.9,30.6,36.3,60.7,1,Statistics for DS
LRN00794,Data Analyst,Beginner,0.7,5.0,34.4,38.2,6.9,Moderate,53.1,25.8,23.9,23.1,52.2,69.8,1,Statistics for DS
LRN00795,Data Analyst,Intermediate,23.2,14.0,59.2,56.0,14.9,Moderate,36.2,64.7,59.6,38.9,73.9,54.9,0,Python Foundations
LRN00796,Data Scientist,Intermediate,18.9,23.0,56.4,59.9,7.4,Moderate,70.2,89.1,76.2,39.4,87.7,38.7,0,Statistics for DS
LRN00797,Data Analyst,Intermediate,27.6,9.0,50.8,48.6,18.9,Fast,68.7,63.0,43.5,21.2,63.9,63.2,1,SQL for Analysts
LRN00798,Data Analyst,Intermediate,17.5,22.0,81.7,70.6,4.8,Slow,72.4,69.0,30.9,38.6,65.8,61.9,0,Statistics for DS
LRN00799,ML Engineer,Intermediate,18.5,16.0,53.4,59.4,10.1,Moderate,89.0,48.4,53.8,61.6,43.8,78.9,1,ML Algorithms Intro
LRN00800,ML Engineer,Beginner,3.8,5.0,44.6,48.5,3.2,Slow,65.3,59.5,58.9,48.1,64.0,22.7,1,Python Foundations
LRN00801,ML Engineer,Beginner,2.0,3.0,23.3,38.6,8.1,Moderate,44.3,38.1,65.8,33.3,31.7,45.4,1,Python Foundations
LRN00802,Data Scientist,Beginner,1.9,4.0,45.5,48.2,13.6,Moderate,39.3,55.7,54.8,11.4,66.9,66.3,1,Python Foundations
LRN00803,MLOps Engineer,Beginner,3.7,5.0,27.7,37.4,11.8,Moderate,59.0,36.2,33.1,42.4,31.6,47.2,1,SQL for Analysts
LRN00804,ML Engineer,Beginner,3.0,2.0,27.3,37.8,7.5,Moderate,62.1,43.8,58.3,41.4,60.9,37.3,1,Deep Learning Basics
LRN00805,Data Analyst,Beginner,2.4,3.0,43.4,54.6,12.9,Fast,66.9,55.8,2.8,0.0,60.7,45.5,1,Statistics for DS
LRN00806,Data Analyst,Beginner,2.9,0.0,60.9,66.5,14.2,Fast,46.3,31.2,3.5,33.4,64.4,75.8,0,Statistics for DS
LRN00807,ML Engineer,Intermediate,32.4,11.0,71.6,73.3,11.9,Moderate,66.8,75.4,62.4,42.5,82.0,69.5,0,Deep Learning Basics
LRN00808,Data Analyst,Intermediate,14.0,8.0,72.6,66.0,19.5,Fast,50.9,59.6,60.3,72.0,67.2,81.2,0,SQL for Analysts
LRN00809,Data Scientist,Advanced,32.1,23.0,78.1,68.2,10.7,Moderate,81.9,92.5,87.6,60.6,70.7,74.8,0,Deep Learning Basics
LRN00810,MLOps Engineer,Intermediate,2.6,26.0,60.0,63.4,11.1,Fast,77.1,60.0,47.8,69.0,82.4,32.3,1,ML Algorithms Intro
LRN00811,Data Analyst,Intermediate,17.6,20.0,76.9,78.0,6.3,Slow,63.9,65.1,47.9,25.3,58.1,63.1,0,SQL for Analysts
LRN00812,Data Analyst,Beginner,4.0,1.0,36.6,48.9,12.9,Moderate,34.4,30.9,39.9,8.6,33.6,46.6,1,SQL for Analysts
LRN00813,MLOps Engineer,Intermediate,25.5,15.0,77.5,72.3,9.5,Moderate,72.9,50.9,66.6,40.1,43.9,54.1,1,Deep Learning Basics
LRN00814,ML Engineer,Beginner,3.2,4.0,63.5,65.7,9.9,Slow,48.7,30.5,44.3,46.9,24.4,20.0,1,ML Algorithms Intro
LRN00815,Data Analyst,Intermediate,26.6,10.0,52.4,58.0,5.0,Moderate,63.2,70.0,55.6,29.4,74.6,66.5,1,Statistics for DS
LRN00816,MLOps Engineer,Beginner,4.1,3.0,34.6,42.9,6.1,Moderate,56.1,39.2,42.7,19.1,69.0,46.9,1,Deep Learning Basics
LRN00817,MLOps Engineer,Intermediate,28.0,13.0,56.8,58.6,5.9,Moderate,67.4,55.3,61.0,66.2,40.6,51.4,1,SQL for Analysts
LRN00818,Data Scientist,Beginner,4.5,1.0,23.0,34.5,7.2,Slow,59.8,48.2,37.7,31.2,47.5,35.1,1,ML Algorithms Intro
LRN00819,ML Engineer,Intermediate,32.1,7.0,58.0,55.1,5.8,Slow,83.6,64.5,63.1,54.0,61.9,40.9,0,Deep Learning Basics
LRN00820,Data Scientist,Advanced,38.4,27.0,99.5,84.6,9.2,Fast,71.1,69.2,59.3,57.4,96.8,53.4,0,ML Algorithms Intro
LRN00821,Data Analyst,Intermediate,6.1,12.0,49.3,49.4,10.5,Moderate,64.0,60.5,34.6,68.9,66.0,80.3,1,SQL for Analysts
LRN00822,ML Engineer,Intermediate,24.0,9.0,84.9,70.2,14.8,Fast,95.9,60.0,62.3,46.8,67.2,66.3,0,Deep Learning Basics
LRN00823,Data Scientist,Intermediate,25.0,8.0,58.5,59.6,7.5,Moderate,58.2,60.0,76.9,75.9,75.6,47.3,0,Python Foundations
LRN00824,ML Engineer,Beginner,5.4,3.0,76.7,71.5,3.2,Slow,29.5,59.8,39.8,51.2,81.4,64.6,1,Python Foundations
LRN00825,ML Engineer,Intermediate,29.5,16.0,54.8,59.8,7.5,Moderate,48.5,66.9,75.3,57.3,66.1,55.3,0,Python Foundations
LRN00826,Data Analyst,Intermediate,35.5,12.0,62.8,67.6,13.0,Moderate,64.1,93.6,63.6,37.1,81.7,50.8,0,Statistics for DS
LRN00827,ML Engineer,Beginner,10.4,5.0,31.3,45.9,7.8,Slow,60.6,10.7,25.1,68.3,34.9,10.6,1,ML Algorithms Intro
LRN00828,Data Analyst,Beginner,3.3,2.0,34.7,48.7,11.5,Fast,43.5,8.8,18.7,0.0,46.6,33.7,1,Statistics for DS
LRN00829,MLOps Engineer,Advanced,12.9,27.0,100.0,84.6,9.1,Moderate,100.0,65.6,100.0,76.4,87.4,74.0,0,Statistics for DS
LRN00830,Data Scientist,Intermediate,20.8,10.0,72.1,62.0,9.2,Moderate,34.8,48.5,75.9,51.6,56.0,50.5,0,Python Foundations
LRN00831,ML Engineer,Intermediate,13.0,15.0,80.4,78.5,6.7,Moderate,72.4,59.7,46.8,61.2,32.0,44.9,1,ML Algorithms Intro
LRN00832,ML Engineer,Intermediate,19.9,8.0,45.3,55.9,10.3,Moderate,100.0,70.9,78.7,63.1,60.4,39.2,1,Deep Learning Basics
LRN00833,Data Scientist,Intermediate,18.5,21.0,74.8,77.4,13.4,Moderate,58.1,75.8,51.4,44.4,73.7,51.3,0,ML Algorithms Intro
LRN00834,ML Engineer,Intermediate,22.2,4.0,50.4,55.5,18.7,Moderate,64.1,49.6,74.4,59.9,47.7,40.8,1,Statistics for DS
LRN00835,ML Engineer,Beginner,2.9,5.0,24.9,26.4,13.0,Moderate,65.3,48.1,45.5,35.4,40.3,49.0,1,Deep Learning Basics
LRN00836,ML Engineer,Intermediate,26.4,12.0,68.6,67.7,1.8,Slow,63.2,57.4,73.3,38.1,50.6,72.7,1,Deep Learning Basics
LRN00837,ML Engineer,Intermediate,0.0,15.0,68.4,68.4,4.1,Moderate,71.5,65.2,63.8,58.6,67.8,76.2,0,Deep Learning Basics
LRN00838,MLOps Engineer,Beginner,3.3,5.0,45.8,55.7,6.7,Moderate,72.4,26.1,48.9,48.3,61.9,51.1,1,Statistics for DS
LRN00839,Data Scientist,Intermediate,28.8,16.0,75.8,77.5,16.7,Fast,93.0,84.0,62.7,45.1,67.6,53.4,0,Statistics for DS
LRN00840,Data Scientist,Beginner,5.8,2.0,58.1,62.8,17.0,Fast,51.1,50.5,41.8,65.7,48.1,32.0,1,Python Foundations
LRN00841,Data Analyst,Intermediate,24.6,15.0,87.0,76.3,11.9,Moderate,80.9,84.4,33.0,61.6,55.8,65.2,0,SQL for Analysts
LRN00842,ML Engineer,Intermediate,33.2,21.0,47.1,46.3,19.9,Fast,72.5,53.5,82.8,68.5,40.9,55.2,0,Deep Learning Basics
LRN00843,Data Scientist,Intermediate,19.5,8.0,87.5,81.7,11.1,Moderate,95.0,67.3,73.0,53.5,60.3,62.4,0,SQL for Analysts
LRN00844,Data Scientist,Intermediate,18.0,22.0,93.2,79.7,6.4,Moderate,80.6,69.0,56.6,47.6,73.0,73.7,0,ML Algorithms Intro
LRN00845,Data Analyst,Advanced,53.1,29.0,74.5,76.8,4.9,Moderate,84.5,73.1,97.2,72.1,61.9,75.2,0,Statistics for DS
LRN00846,MLOps Engineer,Intermediate,18.0,10.0,40.0,38.3,9.2,Slow,65.2,70.1,55.7,73.5,64.1,83.4,1,ML Algorithms Intro
LRN00847,Data Scientist,Intermediate,11.0,8.0,44.2,51.5,8.5,Slow,100.0,70.0,62.5,56.3,69.5,36.2,1,Statistics for DS
LRN00848,ML Engineer,Intermediate,13.4,11.0,58.1,60.1,8.9,Moderate,96.4,31.4,64.6,50.7,81.8,58.8,0,Statistics for DS
LRN00849,Data Analyst,Beginner,1.3,1.0,75.2,69.7,0.5,Slow,38.4,0.0,34.4,12.3,57.6,50.9,1,Statistics for DS
LRN00850,MLOps Engineer,Beginner,3.8,3.0,45.3,45.5,22.3,Fast,63.6,56.4,61.8,39.3,43.9,14.3,1,Deep Learning Basics
LRN00851,Data Analyst,Intermediate,18.1,11.0,55.7,47.7,17.5,Fast,63.6,80.8,50.2,52.2,70.3,70.3,1,SQL for Analysts
LRN00852,Data Analyst,Beginner,2.5,2.0,34.7,39.9,9.5,Moderate,33.4,69.2,37.2,1.3,46.9,63.8,1,SQL for Analysts
LRN00853,MLOps Engineer,Beginner,2.1,4.0,25.2,33.3,5.5,Moderate,60.1,33.2,42.9,25.6,40.9,67.0,1,Deep Learning Basics
LRN00854,MLOps Engineer,Beginner,3.8,48.5,58.1,63.7,9.0,Moderate,54.6,18.5,49.8,59.4,61.9,41.9,0,Python Foundations
LRN00855,Data Analyst,Intermediate,25.0,9.0,63.6,59.0,6.1,Slow,68.8,60.0,62.0,19.8,97.5,39.7,0,Statistics for DS
LRN00856,Data Scientist,Beginner,1.3,3.0,76.5,73.6,10.5,Moderate,65.3,47.4,64.1,5.1,59.4,53.4,1,Python Foundations
LRN00857,ML Engineer,Advanced,15.0,29.0,89.4,74.8,2.0,Slow,84.5,60.1,95.5,52.4,75.3,79.7,0,Deep Learning Basics
LRN00858,MLOps Engineer,Intermediate,26.6,12.0,60.1,74.3,8.8,Moderate,65.3,80.8,58.3,43.2,59.8,52.2,0,Deep Learning Basics
LRN00859,Data Scientist,Intermediate,5.6,9.0,61.4,50.9,2.2,Slow,47.2,90.0,65.2,61.9,70.7,62.7,1,Python Foundations
LRN00860,Data Scientist,Beginner,3.8,3.0,28.6,47.4,9.0,Slow,66.0,56.2,48.5,51.1,65.9,30.6,1,ML Algorithms Intro
LRN00861,ML Engineer,Intermediate,32.6,12.0,51.9,53.7,6.7,Moderate,65.3,64.9,54.7,53.8,80.0,45.6,1,Python Foundations
LRN00862,ML Engineer,Beginner,5.4,2.0,24.5,22.6,14.4,Fast,42.3,17.4,44.4,54.6,5.6,54.1,1,Statistics for DS
LRN00863,ML Engineer,Intermediate,24.6,11.0,78.7,69.9,0.5,Slow,65.9,83.2,50.3,59.4,97.7,64.6,1,ML Algorithms Intro
LRN00864,ML Engineer,Beginner,4.1,4.0,60.1,41.5,9.8,Moderate,65.2,48.4,33.7,27.2,49.8,12.9,1,ML Algorithms Intro
LRN00865,Data Analyst,Advanced,75.73749999999998,31.0,94.3,81.1,7.5,Moderate,65.6,80.2,99.7,82.8,61.9,73.0,0,Statistics for DS
LRN00866,MLOps Engineer,Beginner,0.0,3.0,47.0,49.3,7.7,Moderate,60.5,44.5,40.2,47.0,26.3,2.7,1,SQL for Analysts
LRN00867,MLOps Engineer,Intermediate,13.8,15.0,60.6,60.3,9.2,Moderate,58.5,41.8,78.9,50.4,73.1,53.4,0,Python Foundations
LRN00868,ML Engineer,Beginner,4.3,2.0,27.5,33.6,1.0,Slow,59.4,53.2,61.7,27.5,51.3,53.4,1,Deep Learning Basics
LRN00869,Data Analyst,Intermediate,15.0,7.0,69.5,61.4,9.2,Moderate,59.6,49.0,50.3,22.9,69.0,43.1,0,Statistics for DS
LRN00870,Data Analyst,Intermediate,29.2,11.0,61.7,64.9,8.2,Moderate,67.3,71.3,40.7,21.2,40.7,63.9,0,SQL for Analysts
LRN00871,ML Engineer,Beginner,2.9,5.0,58.5,64.4,16.5,Moderate,59.4,39.4,51.2,49.7,43.1,35.3,0,Deep Learning Basics
LRN00872,Data Analyst,Beginner,3.2,3.0,34.3,40.9,10.8,Moderate,24.8,61.9,53.5,17.9,49.5,31.0,1,Statistics for DS
LRN00873,MLOps Engineer,Beginner,2.6,3.0,54.2,55.9,5.5,Moderate,62.2,36.4,61.8,25.6,62.7,44.1,1,Deep Learning Basics
LRN00874,Data Scientist,Beginner,2.2,5.0,69.6,61.7,4.4,Moderate,50.7,44.8,54.8,3.4,37.0,53.3,1,Deep Learning Basics
LRN00875,ML Engineer,Advanced,30.5,22.0,84.1,77.2,5.2,Slow,57.2,70.1,68.7,100.0,72.3,82.3,0,Python Foundations
LRN00876,MLOps Engineer,Intermediate,20.4,23.0,76.8,72.8,7.8,Moderate,51.0,58.9,49.7,54.2,69.5,49.0,0,Python Foundations
LRN00877,Data Scientist,Beginner,1.8,2.0,53.6,54.5,8.0,Slow,50.2,32.6,31.3,37.8,64.9,22.5,1,ML Algorithms Intro
LRN00878,Data Scientist,Advanced,62.0,15.0,100.0,89.8,9.8,Moderate,85.2,65.8,100.0,59.7,67.5,73.8,0,Statistics for DS
LRN00879,ML Engineer,Beginner,4.0,3.0,50.6,54.8,3.1,Moderate,48.2,40.3,79.4,21.3,54.5,17.6,1,Deep Learning Basics
LRN00880,ML Engineer,Intermediate,27.9,11.0,75.5,66.1,0.9,Slow,73.6,60.0,61.4,48.2,50.4,51.7,1,Deep Learning Basics
LRN00881,Data Scientist,Intermediate,7.8,8.0,64.5,68.5,2.0,Slow,72.8,56.8,77.4,46.1,61.4,69.2,1,Statistics for DS
LRN00882,ML Engineer,Advanced,10.4,48.5,68.4,64.9,10.3,Moderate,100.0,78.9,100.0,79.0,70.7,58.5,0,Deep Learning Basics
LRN00883,MLOps Engineer,Intermediate,18.0,14.0,46.9,58.4,5.8,Moderate,60.8,65.1,55.4,68.0,85.7,44.2,1,ML Algorithms Intro
LRN00884,Data Scientist,Intermediate,44.1,14.0,84.0,78.7,16.5,Fast,64.6,61.4,65.4,45.3,61.7,55.5,0,Python Foundations
LRN00885,Data Analyst,Advanced,68.6,20.0,64.9,72.3,12.0,Fast,65.3,80.2,80.0,47.0,61.1,53.4,0,SQL for Analysts
LRN00886,Data Scientist,Beginner,2.2,2.0,56.2,62.6,16.0,Fast,59.7,43.3,35.3,52.7,24.9,56.5,1,ML Algorithms Intro
LRN00887,Data Scientist,Advanced,50.9,35.0,86.2,79.4,10.1,Moderate,96.3,77.6,69.1,68.7,75.2,87.2,0,ML Algorithms Intro
LRN00888,Data Analyst,Advanced,57.3,8.0,93.8,80.4,13.4,Moderate,75.3,75.3,61.9,47.0,93.0,77.9,0,Statistics for DS
LRN00889,Data Analyst,Advanced,13.3,14.0,72.3,65.5,9.7,Moderate,51.2,74.8,97.4,47.0,87.8,53.4,0,Python Foundations
LRN00890,ML Engineer,Beginner,5.1,3.0,33.1,43.6,6.5,Moderate,31.9,54.7,66.4,14.5,48.4,51.5,1,Deep Learning Basics
LRN00891,Data Scientist,Beginner,2.7,5.0,50.7,54.1,13.5,Moderate,39.9,35.7,49.8,30.5,44.4,51.1,1,Python Foundations
LRN00892,MLOps Engineer,Intermediate,17.2,10.0,60.6,60.3,8.5,Moderate,58.7,55.7,59.2,36.4,63.5,68.3,1,Python Foundations
LRN00893,Data Analyst,Intermediate,18.2,14.0,46.5,54.3,6.3,Slow,48.4,44.5,41.2,35.3,64.2,54.8,1,Statistics for DS
LRN00894,Data Analyst,Intermediate,28.3,12.0,94.1,84.0,2.2,Slow,60.2,75.9,63.1,18.8,84.0,56.0,0,Statistics for DS
LRN00895,ML Engineer,Advanced,26.1,38.0,68.1,69.4,4.3,Moderate,85.6,82.4,72.1,80.6,89.8,72.1,0,ML Algorithms Intro
LRN00896,MLOps Engineer,Intermediate,2.6,4.0,50.1,48.7,1.6,Slow,77.1,58.4,57.4,53.3,57.0,60.2,1,ML Algorithms Intro
LRN00897,Data Scientist,Beginner,3.5,4.0,41.4,51.5,17.0,Fast,41.0,49.5,50.6,50.1,46.5,81.8,1,Python Foundations
LRN00898,Data Analyst,Intermediate,0.0,11.0,83.8,78.9,6.4,Slow,63.6,49.6,44.5,59.8,53.9,42.3,0,SQL for Analysts
LRN00899,Data Analyst,Beginner,2.5,4.0,12.5,32.1,7.5,Moderate,47.5,38.1,19.9,0.0,53.4,38.2,1,Statistics for DS
LRN00900,Data Scientist,Beginner,10.4,2.0,62.5,66.1,14.3,Fast,39.2,27.6,44.3,1.0,30.4,38.8,1,Statistics for DS
LRN00901,Data Scientist,Beginner,3.9,3.0,31.3,39.5,10.1,Moderate,63.9,28.8,42.9,77.7,62.6,44.5,1,Statistics for DS
LRN00902,Data Scientist,Advanced,63.9,24.0,84.0,76.1,6.5,Moderate,90.8,99.5,76.1,88.1,77.6,96.1,0,ML Algorithms Intro
LRN00903,Data Analyst,Intermediate,23.6,7.0,54.9,64.5,4.4,Moderate,55.6,60.8,58.9,38.7,82.3,72.0,0,Statistics for DS
LRN00904,Data Scientist,Intermediate,39.7,6.0,94.9,83.1,10.1,Moderate,90.4,74.4,49.0,50.7,63.0,45.4,0,ML Algorithms Intro
LRN00905,MLOps Engineer,Beginner,2.1,2.0,46.9,54.2,8.7,Moderate,40.4,22.4,64.0,34.8,20.3,46.2,1,SQL for Analysts
LRN00906,ML Engineer,Intermediate,21.6,13.0,54.4,54.4,15.6,Fast,100.0,66.1,68.9,37.1,59.8,70.5,0,Deep Learning Basics
LRN00907,Data Scientist,Advanced,32.8,17.0,75.5,62.5,10.6,Moderate,65.3,69.4,96.7,69.8,78.5,79.2,0,Statistics for DS
LRN00908,Data Analyst,Advanced,62.1,22.0,81.3,69.4,18.0,Fast,61.9,87.1,82.6,61.1,89.3,53.4,0,Python Foundations
LRN00909,Data Scientist,Intermediate,17.4,3.0,67.7,67.2,15.5,Fast,68.1,60.0,64.0,33.0,61.9,56.1,0,Deep Learning Basics
LRN00910,Data Scientist,Advanced,75.73749999999998,21.0,86.6,60.3,5.6,Moderate,65.9,100.0,77.2,66.2,73.3,83.4,0,Python Foundations
LRN00911,ML Engineer,Intermediate,13.2,17.0,65.0,65.3,7.1,Moderate,70.2,69.9,63.8,85.9,52.7,64.6,1,ML Algorithms Intro
LRN00912,MLOps Engineer,Intermediate,30.7,15.0,44.3,54.2,9.2,Moderate,89.4,48.1,64.7,47.4,50.0,31.2,1,SQL for Analysts
LRN00913,MLOps Engineer,Advanced,54.5,24.0,74.9,72.2,9.4,Moderate,90.5,87.0,88.9,77.2,59.3,71.6,0,SQL for Analysts
LRN00914,MLOps Engineer,Beginner,3.0,3.0,54.1,52.4,7.4,Moderate,41.9,72.5,32.6,33.4,40.6,45.1,1,ML Algorithms Intro
LRN00915,MLOps Engineer,Beginner,3.8,2.0,35.0,45.2,6.6,Moderate,56.7,12.4,58.9,40.7,37.1,54.2,1,SQL for Analysts
LRN00916,MLOps Engineer,Beginner,3.4,5.0,55.1,57.3,17.9,Fast,68.7,17.9,0.0,27.9,73.8,43.1,1,ML Algorithms Intro
LRN00917,Data Analyst,Intermediate,21.2,22.0,65.5,61.3,8.3,Moderate,80.7,53.2,52.2,51.5,51.4,79.1,0,SQL for Analysts
LRN00918,Data Analyst,Intermediate,16.1,13.0,61.7,63.3,11.3,Moderate,68.1,60.6,68.5,45.7,72.3,53.4,1,Statistics for DS
LRN00919,Data Scientist,Intermediate,11.7,24.0,60.1,76.4,11.6,Moderate,90.0,60.5,69.1,25.7,87.6,69.2,0,Statistics for DS
LRN00920,ML Engineer,Intermediate,15.0,9.0,38.9,42.5,8.1,Moderate,51.9,57.8,59.2,51.8,59.5,58.3,1,Deep Learning Basics
LRN00921,Data Analyst,Beginner,0.5,1.0,34.9,41.6,18.8,Fast,41.2,73.6,14.3,15.4,62.5,57.5,1,Python Foundations
LRN00922,ML Engineer,Advanced,59.7,18.0,98.5,93.3,16.4,Fast,74.3,73.4,40.3,65.7,73.9,53.8,0,ML Algorithms Intro
LRN00923,ML Engineer,Beginner,1.1,3.0,72.5,75.0,9.8,Moderate,51.9,37.3,32.1,50.1,42.3,45.5,1,ML Algorithms Intro
LRN00924,Data Scientist,Advanced,37.4,48.0,100.0,88.8,2.4,Moderate,82.7,97.4,82.3,86.9,74.2,60.2,0,Feature Engineering
LRN00925,Data Analyst,Beginner,4.0,3.0,45.8,50.3,6.1,Moderate,41.7,48.7,11.7,21.3,35.5,60.5,1,SQL for Analysts
LRN00926,Data Scientist,Intermediate,25.6,8.0,71.9,61.9,1.2,Slow,99.5,60.0,57.6,58.7,68.3,51.1,1,ML Algorithms Intro
LRN00927,Data Analyst,Intermediate,2.0,8.0,77.3,79.8,8.0,Moderate,66.9,46.3,20.8,38.2,49.2,62.4,1,SQL for Analysts
LRN00928,MLOps Engineer,Advanced,40.1,36.0,99.1,92.0,16.3,Fast,84.1,81.1,62.6,46.1,87.1,63.9,0,Deep Learning Basics
LRN00929,ML Engineer,Beginner,3.7,4.0,49.7,56.2,9.5,Moderate,65.3,34.3,63.1,53.4,27.3,26.2,1,Python Foundations
LRN00930,ML Engineer,Advanced,43.1,20.0,93.9,73.5,16.9,Fast,83.4,83.6,83.7,71.3,75.6,83.5,0,Deep Learning Basics
LRN00931,Data Scientist,Intermediate,30.1,3.0,71.9,68.5,1.9,Slow,67.3,42.5,64.2,33.0,61.9,60.5,1,Statistics for DS
LRN00932,Data Scientist,Intermediate,10.6,7.0,72.8,60.3,11.1,Moderate,81.7,80.0,59.2,52.3,78.9,70.8,0,ML Algorithms Intro
LRN00933,Data Scientist,Intermediate,0.0,20.0,51.2,56.9,14.4,Moderate,88.2,67.1,61.2,57.2,76.3,43.0,1,Statistics for DS
LRN00934,ML Engineer,Beginner,4.2,4.0,40.1,44.0,7.9,Moderate,81.3,49.7,32.3,72.0,36.9,4.5,1,ML Algorithms Intro
LRN00935,ML Engineer,Intermediate,13.2,12.0,57.2,57.0,7.0,Moderate,78.2,82.7,44.8,65.5,53.3,32.6,1,ML Algorithms Intro
LRN00936,Data Analyst,Beginner,0.4,5.0,27.2,39.8,6.9,Moderate,53.3,39.6,19.6,20.2,62.3,30.1,1,Statistics for DS
LRN00937,MLOps Engineer,Beginner,2.8,5.0,20.2,28.7,16.3,Fast,48.2,24.5,58.9,55.1,76.5,60.0,1,Python Foundations
LRN00938,Data Analyst,Intermediate,29.1,12.0,60.1,56.4,7.4,Moderate,66.3,61.6,60.0,31.1,57.6,77.6,0,SQL for Analysts
LRN00939,MLOps Engineer,Intermediate,10.4,12.0,61.0,61.6,0.5,Slow,84.1,55.4,84.0,55.6,78.1,35.9,1,Deep Learning Basics
LRN00940,Data Analyst,Beginner,6.5,2.0,46.6,56.6,9.2,Moderate,63.5,36.2,0.0,47.0,65.9,78.0,1,Statistics for DS
LRN00941,Data Scientist,Beginner,10.4,3.0,53.3,58.9,12.1,Moderate,59.1,41.3,48.9,46.8,63.1,71.4,1,Statistics for DS
LRN00942,ML Engineer,Beginner,3.1,1.0,47.8,56.3,12.8,Moderate,65.1,12.8,52.3,22.3,47.3,4.0,1,Deep Learning Basics
LRN00943,Data Analyst,Beginner,1.2,1.0,41.1,47.1,13.8,Moderate,46.7,30.4,27.8,27.3,61.9,28.4,1,Statistics for DS
LRN00944,Data Scientist,Intermediate,18.4,4.0,51.3,60.6,9.7,Moderate,90.4,66.2,71.0,50.9,74.7,40.1,1,Statistics for DS
LRN00945,Data Scientist,Beginner,2.8,4.0,58.2,50.9,6.0,Moderate,65.7,52.2,35.7,40.9,52.6,28.8,1,ML Algorithms Intro
LRN00946,Data Analyst,Advanced,10.7,9.0,78.5,82.1,14.7,Fast,78.0,94.4,38.3,53.4,83.5,72.5,0,Statistics for DS
LRN00947,ML Engineer,Beginner,7.2,5.0,38.5,54.6,4.5,Moderate,66.6,61.1,52.5,52.0,61.2,34.3,1,ML Algorithms Intro
LRN00948,MLOps Engineer,Beginner,2.3,45.0,42.2,49.6,4.4,Moderate,11.0,46.4,45.3,33.4,49.7,0.0,1,Python Foundations
LRN00949,MLOps Engineer,Advanced,31.6,42.0,69.0,70.0,9.8,Moderate,90.6,99.9,68.1,86.4,71.5,53.4,0,ML Algorithms Intro
LRN00950,Data Scientist,Beginner,4.5,3.0,37.0,43.7,17.6,Fast,12.0,56.5,56.9,10.9,39.8,37.0,1,Python Foundations
LRN00951,Data Scientist,Intermediate,34.3,4.0,56.6,56.7,14.9,Moderate,48.2,86.7,61.2,55.6,62.9,65.7,0,Python Foundations
LRN00952,Data Analyst,Advanced,65.7,38.0,75.7,68.2,15.8,Fast,99.8,100.0,78.0,40.4,73.1,60.4,0,Statistics for DS
LRN00953,Data Analyst,Advanced,75.73749999999998,39.0,89.8,80.6,0.5,Slow,87.9,95.9,63.4,52.4,70.3,60.6,0,Statistics for DS
